,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2662,22747597,Home in Beaumont · ★4.90 · 1 bedroom · 1 bed · 1 private bath,114983253,Sandrine,D09,Dublin City,53.3917,-6.22977,Private room,48,2,49,2019-03-18,0.76,1,0,0,
2663,22750476,Rental unit in Terenure · ★4.87 · 1 bedroom · 1 bed · 1 bath,32325183,John,D06,Dublin City,53.3179,-6.28009,Entire home/apt,65,14,269,2023-05-31,4.13,4,154,11,
2664,22770664,Home in Ashtown · ★4.33 · 1 bedroom · 1 bed · 1 private bath,168199404,Ro,D07,Dublin City,53.37575,-6.31508,Private room,63,2,3,2018-06-18,0.05,3,0,0,
2665,22770687,Townhouse in Balbriggan · ★4.82 · 2 bedrooms · 3 beds · 1 bath,161137206,Ronnie,K32,Fingal,53.60585,-6.17603,Entire home/apt,91,2,137,2023-06-07,2.11,1,32,33,
2666,22789151,Home in Whitehall · ★4.84 · 1 bedroom · 1 bed · 1 private bath,59465012,Catriona,D09,Dublin City,53.38581,-6.24439,Private room,49,7,25,2023-05-10,0.41,1,0,10,
2667,22803943,Rental unit in Dublin 4 · ★5.0 · 1 bedroom · 1 bed · 1 bath,7921654,Laura,D04,Dublin City,53.33825,-6.23613,Entire home/apt,85,1,9,2018-06-27,0.14,2,0,0,
2668,22806546,Rental unit in Dublin · 3 bedrooms · 3 beds · 2 baths,78071754,Mark,D04,Dublin City,53.3322,-6.2475,Entire home/apt,285,2,0,,,1,0,0,
2669,22823375,Home in Portmarnock · ★5.0 · 3 bedrooms · 4 beds · 2 baths,168703438,Ronan,D13,Fingal,53.43556,-6.12953,Entire home/apt,104,3,4,2018-08-26,0.06,1,0,0,
2670,22823420,Rental unit in Dublin 2 · ★4.33 · 2 bedrooms · 5 beds · 2 baths,234243,Johnny,D08,Dublin City,53.34486,-6.26206,Entire home/apt,518,4,70,2023-05-27,1.22,38,114,30,
2671,22825343,Rental unit in Dublin 2 · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,57768574,Katie,D02,Dublin City,53.33756,-6.24173,Entire home/apt,159,2,8,2020-08-31,0.13,2,0,0,
2672,22830665,Home in Ashtown · ★5.0 · 4 bedrooms · 5 beds · 2 baths,56875960,Brad,D07,Dublin City,53.36847,-6.31679,Entire home/apt,350,2,3,2019-04-21,0.05,1,0,0,
2673,22841612,Rental unit in Dublin 7 · ★4.85 · 1 bedroom · 1 bed · 1 bath,68506839,Francisco And Marta,D07,Dublin City,53.34794,-6.2794,Entire home/apt,70,3,60,2022-10-14,0.93,2,0,19,
2674,22848234,Townhouse in Dublin 8 · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,168964318,Kleber,D08,Dublin City,53.33757,-6.28155,Private room,150,2,99,2023-05-20,1.53,2,155,18,
2675,22848811,Townhouse in Dublin 8 · ★4.89 · 1 bedroom · 2 beds · 1 private bath,168964318,Kleber,D08,Dublin City,53.33576,-6.28151,Private room,153,2,91,2023-05-22,1.42,2,146,20,
2676,22862626,Home in Dublin 7 · 2 bedrooms · 2 beds · 2 baths,169064661,Carl,D07,Dublin City,53.3638,-6.28504,Entire home/apt,335,2,0,,,1,0,0,
2677,22875712,Rental unit in Rialto · ★4.89 · 2 bedrooms · 2 beds · 2 baths,168131387,Domi And Peter,D08,Dublin City,53.33762,-6.29403,Entire home/apt,120,1,44,2018-09-15,0.68,2,0,0,
2678,22882341,Home in Dublin 13 · ★4.79 · 4 bedrooms · 5 beds · 2.5 baths,65041266,Wendy,D13,Fingal,53.37664,-6.09749,Entire home/apt,125,2,20,2019-03-17,0.32,1,0,0,
2679,22882753,Home in Dublin · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,113983467,Giuditta,A96,Dn Laoghaire-Rathdown,53.283,-6.14469,Private room,55,1,185,2023-05-13,2.84,2,0,60,
2680,22884862,Rental unit in Arbour Hill · ★4.66 · 2 bedrooms · 2 beds · 1 bath,4706821,Hugh,D07,Dublin City,53.34822,-6.28584,Entire home/apt,116,15,149,2023-05-27,2.29,1,167,9,
2681,22896531,Cabin in Dublin 4 · 1 bedroom · 1 bed · 1 shared bath,51432146,Meabh,D04,Dublin City,53.34452,-6.2274,Private room,56,1,1,2018-01-25,0.02,1,0,0,
2682,22897931,Loft in Belmayne · 3 bedrooms · 4 beds · 2 baths,71167521,Will,D13,Dublin City,53.40621,-6.17401,Entire home/apt,140,1,2,2018-04-10,0.03,1,0,0,
2683,22912498,Home in Dublin · 1 bedroom · 1 bed · 1.5 shared baths,78643372,Aisling,D22,South Dublin,53.30603,-6.40876,Private room,300,3,0,,,2,0,0,
2684,22916909,Townhouse in Dublin 8 · ★4.85 · 3 bedrooms · 5 beds · 1 bath,1655133,Doug,D08,Dublin City,53.34195,-6.28017,Entire home/apt,421,2,103,2023-06-09,1.74,5,151,43,
2685,22917015,Townhouse in Dublin 8 · ★4.86 · 2 bedrooms · 4 beds · 1 bath,1655133,Doug,D08,Dublin City,53.3418,-6.28035,Entire home/apt,249,2,57,2023-05-29,0.92,5,183,28,
2686,22920086,Townhouse in Dublin 8 · ★4.90 · 2 bedrooms · 3 beds · 2 baths,45578537,Robbie,D08,Dublin City,53.34101,-6.27488,Entire home/apt,750,2,10,2018-09-25,0.16,3,0,0,
2687,22926256,Home in Harold's Cross · ★4.85 · 3 bedrooms · 3 beds · 2 baths,134851539,Ita,D12,Dublin City,53.32863,-6.28699,Entire home/apt,120,2,110,2019-11-24,1.7,1,0,0,
2688,22932628,Rental unit in Dublin 2 · ★4.90 · 1 bedroom · 1 bed · 1 bath,5212036,Rebecca,D02,Dublin City,53.33523,-6.26416,Entire home/apt,120,2,10,2018-09-07,0.16,1,0,0,
2689,22949633,Home in Dublin 4 · ★5.0 · 4 bedrooms · 4 beds · 3.5 baths,51505015,Phelim,D04,Dublin City,53.32251,-6.23067,Entire home/apt,700,15,4,2019-06-03,0.07,1,0,0,
2690,22955212,Townhouse in Dublin 8 · ★4.21 · 2 bedrooms · 3 beds · 2 baths,62237519,Marianne,D08,Dublin City,53.34064,-6.28926,Entire home/apt,71,3,36,2019-01-06,0.55,1,0,0,
2691,22957398,Home in Dublin 7 · ★4.88 · 1 bedroom · 1 bed · 1 bath,5237111,Kate,D07,Dublin City,53.35088,-6.28125,Entire home/apt,81,3,43,2023-05-01,0.66,1,0,10,
2692,22967546,Home in Phibsborough · ★4.69 · 2 bedrooms · 2 beds · 1 bath,168498219,Diarmaid,D07,Dublin City,53.35482,-6.27027,Entire home/apt,100,2,66,2019-03-20,1.02,1,0,0,
2693,22968798,Townhouse in Dublin · ★4.94 · 1 bedroom · 1 bed · 1 private bath,35177300,Anna,D24,South Dublin,53.28311,-6.42911,Private room,43,2,70,2019-09-29,1.08,1,0,0,
2694,22970984,Home in County Dublin · 1 bedroom · 1 bed · 1 bath,150804926,Damien,D07,Dublin City,53.3505,-6.28406,Entire home/apt,100,2,1,2018-03-18,0.02,1,0,0,
2695,22975751,Rental unit in Dublin · 1 bedroom · 1 bed · 1 shared bath,170319531,Katie,D02,Dublin City,53.33152,-6.26036,Private room,30,1,2,2018-02-22,0.03,1,0,0,
2696,22978506,Home in Dublin 2 · ★4.71 · 2 bedrooms · 2 beds · 2 baths,127984226,Jonothan,D02,Dublin City,53.33607,-6.24833,Entire home/apt,204,1,140,2023-05-10,2.16,17,261,17,
2697,22980882,Home in Beaumont · ★4.33 · 2 bedrooms · 1 bed · 2 baths,80205431,Damien,D09,Dublin City,53.38311,-6.23364,Private room,170,1,3,2018-05-21,0.05,5,8,0,
2698,22981138,Rental unit in Dublin · 1 bedroom · 1 bed · 1 shared bath,3974041,David,D08,Dublin City,53.33071,-6.28501,Private room,40,21,0,,,2,0,0,
2699,22982054,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,20347328,Laura,D07,Dublin City,53.34736,-6.27795,Entire home/apt,249,2,0,,,1,0,0,
2700,22994135,Rental unit in Dublin 8 · ★4.81 · 3 bedrooms · 4 beds · 2 baths,170540401,Paul,D08,Dublin City,53.34351,-6.27542,Entire home/apt,206,2,173,2020-03-19,2.68,1,0,0,
2701,22996256,Rental unit in Dublin 4 · 1 bedroom · 1 bed · 1 private bath,7921654,Laura,D04,Dublin City,53.33825,-6.23637,Private room,100,1,1,2018-03-18,0.02,2,0,0,
2702,23000395,Rental unit in Dublin · ★4.79 · 1 bedroom · 1 bed · 1 bath,114223163,Laura,D07,Dublin City,53.35544,-6.27114,Entire home/apt,100,2,60,2020-03-12,0.92,1,0,0,
2703,23000916,Rental unit in Dublin 4 · ★4.57 · 2 bedrooms · 2 beds · 2 baths,13523667,Anemick,D04,Dublin City,53.31377,-6.2083,Entire home/apt,106,2,7,2018-06-10,0.11,1,0,0,
2704,23012468,Rental unit in Dublin · 2 bedrooms · 2 beds · 2 baths,170718784,Rebecca,D07,Dublin City,53.34912,-6.27769,Entire home/apt,350,3,1,2018-03-20,0.02,1,0,0,
2705,23017328,Home in Dublin 6 · ★4.93 · 4 bedrooms · 3 beds · 2.5 baths,4163735,Kate,D06,Dublin City,53.3194655022585,-6.254023625326577,Entire home/apt,600,2,16,2019-11-03,0.25,1,68,0,
2706,23020049,Rental unit in Dublin 6 · 3 bedrooms · 3 beds · 2 baths,170791013,Carolyn,D06,Dublin City,53.32611,-6.26581,Entire home/apt,500,1,1,2018-03-15,0.02,1,0,0,
2707,23022796,Home in Dublin · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,10260003,Fiona,D07,Dublin City,53.36059,-6.26643,Private room,100,1,17,2022-12-11,1.75,1,0,17,
2708,23029896,Rental unit in Dublin · 2 bedrooms · 2 beds · 1 bath,81042604,Jacob And Emma,D01,Dublin City,53.34818,-6.231,Entire home/apt,125,2,1,2018-07-13,0.02,1,0,0,
2709,23033347,Home in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,7733325,Sarah,D12,Dublin City,53.32624,-6.31274,Private room,120,3,5,2023-05-21,0.08,1,15,2,
2710,23042375,Rental unit in Dublin 1 · ★4.35 · 1 bedroom · 2 beds · 1 bath,69683252,Niall And Gavin,D01,Dublin City,53.34637,-6.26381,Entire home/apt,209,4,17,2023-04-27,0.27,69,20,7,
2711,23042425,Home in Dublin · ★4.77 · 1 bedroom · 2 beds · 1 shared bath,62611476,Lucie,D13,Fingal,53.41008,-6.16892,Private room,40,1,130,2019-09-23,2.02,2,0,0,
2712,23056288,Home in Arbour Hill · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,56023212,Carrie Ann,D07,Dublin City,53.35151,-6.28879,Private room,131,2,130,2023-06-06,2.01,1,57,63,
2713,23070253,Home in Dublin · ★4.93 · 4 bedrooms · 3 beds · 2.5 baths,41902728,Everina,D08,Dublin City,53.33404,-6.26781,Entire home/apt,340,14,143,2023-05-15,2.27,2,291,9,
2714,23072921,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,28167126,Patrick,D04,Dublin City,53.33128,-6.25218,Entire home/apt,200,2,1,2018-08-13,0.02,1,0,0,
2715,23077183,Home in Harold's Cross · 3 bedrooms · 2 beds · 1 bath,95267002,Ashlie,D06,Dublin City,53.32973,-6.27765,Entire home/apt,300,2,1,2018-03-19,0.02,1,0,0,
2716,23085003,Rental unit in North Wall · 1 bedroom · 1 bed · 1 shared bath,88332927,Sam,D01,Dublin City,53.35015,-6.23124,Private room,100,1,2,2018-06-03,0.03,1,0,0,
2717,23088334,Home in Sandyford · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,171454809,Maureen,D18,Dn Laoghaire-Rathdown,53.2679,-6.2095,Private room,73,1,77,2023-05-21,3.53,2,49,41,
2718,23091572,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,171455638,Ruben,D07,Dublin City,53.35635,-6.29145,Private room,200,3,0,,,1,0,0,
2719,23105171,Condo in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 bath,3401265,Sarah,D06,Dublin City,53.31861941324544,-6.266718114514452,Entire home/apt,150,30,3,2018-07-08,0.05,2,173,0,
2720,23107964,Rental unit in Dublin 8 · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,30449259,Moises,D08,Dublin City,53.34142,-6.27087,Private room,62,2,15,2018-09-04,0.24,1,0,0,
2721,23116032,Guest suite in Chapelizod · ★4.87 · 2 bedrooms · 2 beds · 1 shared bath,31771843,Susan,D20,Dublin City,53.34664,-6.34622,Private room,75,2,55,2020-03-09,0.85,1,0,0,
2722,23123065,Townhouse in Dublin · 4 bedrooms · 4 beds · 2 baths,33274080,Liam,D12,Dublin City,53.32331,-6.28793,Entire home/apt,666,1,1,2018-03-18,0.02,1,0,0,
2723,23124259,Rental unit in Dublin 4 · 1 bedroom · 1 bed · 1 shared bath,41879348,Norman,D04,Dublin City,53.33016,-6.23424,Private room,80,2,1,2018-06-13,0.02,1,0,0,
2724,23138544,Home in North Strand · ★4.38 · 1 bedroom · 1 bed · 1 bath,3663400,Mary,D01,Dublin City,53.35684,-6.24495,Entire home/apt,50,2,8,2018-04-16,0.12,1,0,0,
2725,23144672,Rental unit in Kilmainham · ★4.66 · 1 bedroom · 3 beds · 1 bath,10943547,Michelle,D08,Dublin City,53.34689,-6.31057,Entire home/apt,80,2,74,2019-08-20,1.16,1,0,0,
2726,23146746,Guesthouse in Terenure · 1 bedroom · 1 bed · 1 private bath,172033411,华,D06,Dublin City,53.31056,-6.27649,Private room,50,1,0,,,1,0,0,
2727,23154983,Home in Dublin 4 · ★4.93 · 3 bedrooms · 4 beds · 2 baths,172115419,Noeleen,D04,Dublin City,53.34074,-6.21982,Entire home/apt,237,15,68,2023-05-21,1.08,1,159,5,
2728,23161470,Townhouse in Dublin 8 · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,46625309,David,D08,Dublin City,53.34314,-6.27254,Private room,40,1,5,2018-11-04,0.08,3,0,0,
2729,23165041,Rental unit in Clongriffin · ★4.96 · 1 bedroom · 1 bed · 1 private bath,13898083,Marlon,D13,Dublin City,53.40718,-6.15582,Private room,700,2,55,2020-09-25,0.85,1,177,0,
2730,23179587,Rental unit in Dublin 8 · 1 bedroom · 1 bed · 1 shared bath,172326602,Thomas,D08,Dublin City,53.34302,-6.27227,Private room,80,1,0,,,1,0,0,
2731,23183654,Townhouse in The Gallops · ★4.92 · 1 bedroom · 1 bed · 2.5 shared baths,43175938,Declan,D18,Dn Laoghaire-Rathdown,53.25936,-6.20169,Private room,54,150,24,2023-05-23,0.37,10,144,3,
2732,23194287,Home in Dublin · 1 bedroom · 1 bed · 1 shared bath,163135527,Louise,D09,Dublin City,53.37174,-6.25692,Private room,190,1,0,,,1,0,0,
2733,23194900,Home in Dublin · 3 bedrooms · 5 beds · 1 bath,26375061,Mary,A94,Dn Laoghaire-Rathdown,53.28179,-6.19825,Entire home/apt,130,7,0,,,1,0,0,
2734,23195750,Place to stay in Rathfarnham · ★5.0 · 1 bed · 1 bath,172471663,Carmel,D14,South Dublin,53.28766,-6.28261,Entire home/apt,45,1,6,2018-03-14,0.09,1,0,0,
2735,23200374,Home in Sandyford · ★4.58 · 1 bedroom · 1 bed · 2 baths,24261701,Pradeep,D18,Dn Laoghaire-Rathdown,53.25815,-6.1948,Private room,45,1,19,2019-11-08,0.29,2,0,0,
2736,23200753,Townhouse in Dublin 4 · ★4.69 · 4 bedrooms · 4 beds · 3.5 baths,172513876,Brian,D04,Dublin City,53.33822,-6.23672,Entire home/apt,476,2,80,2022-10-31,1.24,2,49,10,
2737,23217559,Rental unit in Dublin 6 · 1 bedroom · 1 bed · 1 shared bath,23060759,Justyna,D06,Dublin City,53.32151,-6.26415,Private room,40,2,1,2018-03-22,0.02,2,0,0,
2738,23218464,Townhouse in Phibsborough · ★4.71 · 3 bedrooms · 4 beds · 1.5 baths,168554160,Anthony,D07,Dublin City,53.35682,-6.27243,Entire home/apt,272,3,273,2023-05-27,4.27,1,203,59,
2739,23225572,Home in Dublin · 1 bedroom · 1 bed · 1 shared bath,156775755,Rob,D07,Dublin City,53.3765,-6.31583,Private room,55,1,0,,,1,0,0,
2740,23227475,Rental unit in Dublin · 2 bedrooms · 2 beds · 1 bath,96718120,Robert,D08,Dublin City,53.34018,-6.2723,Entire home/apt,365,3,0,,,1,0,0,
2741,23230929,Townhouse in The Gallops · ★4.90 · 1 bedroom · 1 bed · 2.5 shared baths,43175938,Declan,D18,Dn Laoghaire-Rathdown,53.26011,-6.20174,Private room,50,150,30,2023-05-31,0.47,10,159,7,
2742,23231072,Rental unit in Dublin 6 · Studio · 1 bed · 1 bath,3541607,Aurelio,D06,Dublin City,53.32572,-6.26141,Entire home/apt,62,2,2,2018-03-19,0.03,1,0,0,
2743,23231695,Rental unit in Phibsborough · ★4.88 · 1 bedroom · 1 bed · 1 private bath,4383542,Yves,D09,Dublin City,53.36433,-6.27028,Private room,35,3,94,2023-02-24,1.46,2,0,6,
2744,23232371,Home in Dublin · 1 bedroom · 1 bed · 1 shared bath,28950803,Hilda,D03,Dublin City,53.36653,-6.17668,Private room,50,2,2,2019-08-12,0.03,2,0,0,
2745,23232658,Condo in Dublin · ★4.89 · 2 bedrooms · 2 beds · 1 bath,30199160,Elaine,D06,Dublin City,53.32778,-6.26574,Entire home/apt,159,4,19,2023-05-31,0.3,1,0,7,
2746,23247791,Rental unit in Dublin · 2 bedrooms · 2 beds · 1 bath,25259808,Ed,D08,Dublin City,53.33847,-6.27515,Entire home/apt,480,12,0,,,1,0,0,
2747,23247862,Condo in Dublin · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,88500418,Alan,D01,Dublin City,53.35094,-6.25326,Entire home/apt,160,4,46,2023-05-14,0.72,2,2,20,
2748,23251243,Rental unit in Dublin · 1 bedroom · 1 bed · 1 private bath,27943894,Kasia,D02,Dublin City,53.34476,-6.23865,Private room,85,1,1,2018-02-17,0.02,1,0,0,
2749,23252622,Rental unit in Dublin · ★4.41 · 1 bedroom · 1 bed · 1 private bath,15925252,Mor,D07,Dublin City,53.34776,-6.26923,Private room,50,2,18,2019-02-03,0.28,2,0,0,
2750,23261309,Rental unit in Dublin 2 · 1 bedroom · 2 beds · 1 private bath,10963953,Briac,D02,Dublin City,53.34445,-6.23754,Private room,100,2,0,,,2,0,0,
2751,23264996,Rental unit in Dublin · ★4.65 · 2 bedrooms · 5 beds · 1 bath,83279131,Gill,D08,Dublin City,53.34268,-6.27557,Entire home/apt,193,2,34,2018-09-25,0.53,1,0,0,
2752,23265741,Rental unit in Dublin 1 · ★5.0 · 2 bedrooms · 2 beds · 2 baths,15925252,Mor,D07,Dublin City,53.3491,-6.27037,Entire home/apt,150,2,4,2018-09-09,0.06,2,0,0,
2753,23268291,Rental unit in Dublin 4 · ★4.62 · 1 bedroom · 1 bed · 1 shared bath,141683149,Sean,D04,Dublin City,53.33949,-6.23735,Private room,70,2,45,2019-02-10,0.71,1,0,0,
2754,23268554,Rental unit in Dublin 8 · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,173195654,Hannah,D08,Dublin City,53.34314,-6.27538,Private room,35,3,36,2018-10-01,0.56,4,0,0,
2755,23268729,Rental unit in Dublin · 1 bedroom · 1 bed · 1 shared bath,3401265,Sarah,D06,Dublin City,53.32061,-6.26704,Private room,70,2,0,,,2,0,0,
2756,23269299,Home in Dublin · 1 bedroom · 1 bed · 1 shared bath,173202084,Declan,D04,Dublin City,53.3413,-6.23577,Private room,25,25,0,,,1,0,0,
2757,23271027,Rental unit in Dublin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,48937134,Anne,D01,Dublin City,53.35011,-6.24662,Entire home/apt,219,61,4,2018-04-30,0.06,1,0,0,
2758,23299381,Rental unit in Dublin · 2 bedrooms · 4 beds · 1.5 baths,112062166,Gav &Una,D02,Dublin City,53.33757,-6.24188,Entire home/apt,289,4,0,,,23,345,0,
2759,23299655,Rental unit in Dublin 6 · ★4.90 · 1 bedroom · 1 bed · 1 bath,15425561,Tim,D06,Dublin City,53.32921,-6.27253,Entire home/apt,90,2,11,2018-12-09,0.17,1,0,0,
2760,23300848,Rental unit in Dublin 8 · ★4.52 · 1 bedroom · 2 beds · 1 bath,10876345,Mark,D08,Dublin City,53.34044,-6.28519,Entire home/apt,127,21,157,2020-03-06,2.51,1,0,0,
2761,23301970,Home in Drumcondra · ★4.47 · 1 bedroom · 1 bed · 1 private bath,49285632,Teresa,D03,Dublin City,53.3708,-6.23937,Private room,99,2,263,2023-05-26,4.07,4,54,66,
2762,23304859,Home in Dublin · ★4.78 · 1 bedroom · 1 bed · 1.5 shared baths,60388036,Corinna,D03,Dublin City,53.36046,-6.24063,Private room,67,2,23,2023-05-21,0.39,2,5,9,
2763,23317832,Condo in Rush · ★4.94 · Studio · 1 bed · 1 bath,15351872,Mary & Jason,K56,Fingal,53.52955,-6.08763,Entire home/apt,90,2,110,2023-05-18,1.72,5,230,23,
2764,23318889,Home in Dublin 6 · ★4.71 · 2 bedrooms · 3 beds · 2.5 baths,47615579,Tata,D06,Dublin City,53.32641,-6.25804,Entire home/apt,270,3,15,2018-10-02,0.24,1,0,0,
2765,23325066,Home in Dublin 12 · Studio · 3 beds · 1.5 baths,11867712,Dymphna,D12,Dublin City,53.32338,-6.32127,Entire home/apt,47,2,0,,,2,0,0,
2766,23325352,Home in Dublin 12 · Studio · 5 beds · 1.5 baths,11867712,Dymphna,D12,Dublin City,53.32487,-6.31943,Entire home/apt,100,2,0,,,2,0,0,
2767,23330452,Townhouse in Malahide · ★4.52 · 1 bedroom · 1 bed · 1 private bath,126263873,Concepcion,K36,Fingal,53.45261,-6.15609,Private room,120,1,167,2023-06-03,2.58,1,140,65,
2768,23331746,Rental unit in Dublin · ★4.71 · 1 bedroom · 1 bed · 1 private bath,173351235,David,D07,Dublin City,53.35015,-6.27283,Private room,150,2,95,2020-03-11,1.61,2,0,0,
2769,23335311,Home in Dublin 4 · 1 bedroom · 1 bed · 1 bath,19574205,Brenda,D04,Dublin City,53.33013,-6.24094,Entire home/apt,250,1,0,,,1,0,0,
2770,23340219,Rental unit in Dublin · ★4.77 · 2 bedrooms · 4 beds · 1 bath,114711637,Nita,D08,Dublin City,53.34446,-6.2692,Entire home/apt,172,4,98,2020-03-09,1.55,5,0,0,
2771,23354047,Townhouse in Dublin · 1 bedroom · 1 bed · 3 shared baths,174013572,Titouan,D09,Dublin City,53.36584,-6.24677,Private room,25,1,2,2018-03-18,0.03,1,0,0,
2772,23354619,Townhouse in Dublin 4 · 1 bedroom · 1 bed · 2 shared baths,19901034,Mark,D04,Dublin City,53.33244,-6.25157,Private room,80,2,0,,,1,0,0,
2773,23356938,Townhouse in Arbour Hill · ★4.94 · 2 bedrooms · 3 beds · 1 bath,174046947,Leonel,D07,Dublin City,53.35082,-6.2861,Entire home/apt,170,2,31,2019-01-07,0.48,1,0,0,
2774,23367530,Condo in Dublin · 1 bedroom · 1 bed · 1 shared bath,62621350,Therese,D18,Dn Laoghaire-Rathdown,53.24881,-6.14153,Private room,50,1,2,2018-11-04,0.04,1,0,0,
2775,23368730,Home in Swords · ★4.17 · 3 bedrooms · 4 beds · 4 baths,98759090,Trident Holiday Homes,K67,Fingal,53.48629,-6.26961,Entire home/apt,271,1,18,2023-05-20,0.35,3,147,11,
2776,23368731,Home in Swords · ★3.67 · 3 bedrooms · 4 beds · 3 baths,98759090,Trident Holiday Homes,K67,Fingal,53.48815,-6.27155,Entire home/apt,221,1,6,2023-05-14,0.1,3,111,2,
2777,23373382,Rental unit in Dublin · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,174213822,Karolyne,D15,Fingal,53.41851,-6.38569,Private room,4000,1,8,2019-08-15,0.13,2,0,0,
2778,23381305,Home in Dublin · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,113254720,Annette,D12,South Dublin,53.30814,-6.31248,Entire home/apt,120,4,4,2019-08-24,0.07,1,0,0,
2779,23384487,Home in Dublin 8 · ★4.48 · 2 bedrooms · 2 beds · 2 baths,7103221,Noele,D08,Dublin City,53.33544,-6.26939,Entire home/apt,100,2,23,2018-11-18,0.36,1,0,0,
2780,23387240,Rental unit in Dublin 8 · ★2.50 · 1 bedroom · 1 bed · 1 private bath,174354685,Isaah,D08,Dublin City,53.33407,-6.27523,Private room,20,1,5,2019-01-20,0.08,1,0,0,
2781,23387270,Rental unit in Dublin 1 · ★4.97 · 2 bedrooms · 2 beds · 2 baths,6665267,Joe,D01,Dublin City,53.35462,-6.25953,Entire home/apt,461,4,35,2023-05-22,0.55,1,228,10,
2782,23394090,Townhouse in Inchicore · ★4.85 · 2 bedrooms · 2 beds · 1.5 shared baths,16184642,Kristiana,D08,Dublin City,53.33667,-6.3147,Private room,38,2,20,2018-08-06,0.31,1,0,0,
2783,23408757,Townhouse in Malahide · 2 bedrooms · 3 beds · 2.5 baths,5144818,Paul,K36,Fingal,53.45606,-6.18112,Entire home/apt,75,7,2,2018-09-23,0.03,1,0,0,
2784,23412915,Townhouse in Drumcondra · ★4.41 · 1 bedroom · 1 bed · 1 shared bath,49285632,Teresa,D09,Dublin City,53.3724,-6.23773,Private room,50,2,188,2023-05-25,2.93,4,43,53,
2785,23431001,Rental unit in Dublin 4 · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,47631343,Gareth,D04,Dublin City,53.34195,-6.23608,Private room,74,3,177,2023-06-08,2.75,1,249,35,
2786,23432273,Rental unit in Dublin · ★4.87 · 1 bedroom · 1 bed · 1 bath,174775108,Jennifer,D07,Dublin City,53.34921,-6.27055,Entire home/apt,270,2,15,2022-10-02,0.23,1,0,3,
2787,23433153,Rental unit in Terenure · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,46293288,Francy,D06,Dublin City,53.31457,-6.27996,Private room,35,1,64,2020-03-09,1.0,1,0,0,
2788,23444653,Serviced apartment in Dublin · ★4.57 · 2 bedrooms · 4 beds · 1 bath,234243,Johnny,D02,Dublin City,53.34574,-6.25768,Entire home/apt,428,3,23,2023-05-26,0.43,38,162,17,
2789,23449117,Rental unit in Dublin · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,174381029,Maria,D02,Dublin City,53.34042,-6.26487,Private room,116,2,84,2020-03-11,1.31,1,38,0,
2790,23459501,Villa in Dublin 4 · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,175049360,Mary,D04,Dublin City,53.33002,-6.24252,Entire home/apt,495,4,18,2019-08-04,0.29,1,0,0,
2791,23461973,Guest suite in Dublin · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,34963336,Mary,A96,Dn Laoghaire-Rathdown,53.27551,-6.119,Private room,129,2,49,2023-06-05,0.77,2,25,25,
2792,23466550,Bungalow in Dublin 13 · 4 bedrooms · 3 beds · 3 baths,73700502,Dee,D13,Fingal,53.38744,-6.13456,Entire home/apt,77,10,1,2018-05-26,0.02,1,0,0,
2793,23477839,Home in Balbriggan · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,138406227,Pam,K32,Fingal,53.58885,-6.18635,Private room,35,1,23,2023-01-22,0.36,2,160,1,
2794,23479073,Home in Dublin · ★4.33 · 4 bedrooms · 4 beds · 3.5 baths,52472602,Darragh And Belinda,D07,Dublin City,53.37719,-6.31265,Entire home/apt,297,2,3,2018-09-16,0.05,2,0,0,
2795,23482931,Home in Kimmage · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,18188657,Louise,D12,Dublin City,53.31949,-6.28788,Entire home/apt,175,7,8,2022-08-13,0.13,1,0,1,
2796,23492914,Rental unit in Dublin 8 · ★4.66 · 1 bedroom · 1 bed · 1 bath,26461573,Patrick,D08,Dublin City,53.33959,-6.27615,Entire home/apt,109,2,96,2019-08-27,1.5,3,0,0,
